customer_id,snapshot,inferred_interval,interval_confidence,interval_reason,recommendation,reason,detail,auto_decided,churn_probability,expected_dollar_churn,decision_reason,with_recommendation,with_p_churn,with_decision_reason,without_recommendation,without_p_churn,without_decision_reason,recommendations_agree,comparison_narrative,model_version,n_events,median_gap_days
t6KKEPXG5grTtrOJ,2025-03-05,monthly,0.9512,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 31 days, which matches monthly billing (about every month) across 24 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks very regular Confidence in this label is **95%**.",Review,borderline_churn_risk,"churn_prob 0.50 vs Continue<= 0.45, No-Go>= 0.70.",false,0.4952,218.69,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **50%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.4952,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **50%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Continue,0.3002,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **30%** (elevated risk). That sits below the Continue threshold, and interval confidence (95%) is high enough to auto-decide, so the recommendation is **Continue** — proceed with onboarding.",false,"The models **disagree**: with interval → **Review**, without interval → **Continue**. Churn probability shifts from 30% (no interval) to 50% (with interval), Δ=+19.5%. This is exactly the decision-relevant value of the inferred cycle.",20260712_032913,25,31.0
Auvov6yp37P7M9xU,2025-03-05,irregular,0.1275,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **13%**.,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.99,340.88,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.99,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +2.0% (with=99%, without=97%).",20260712_032913,11,1.0
2e5qeWS9Ruulpvw1,2025-03-05,irregular,0.1275,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **13%**.,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.99,75.14,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.99,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9914,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by -0.1% (with=99%, without=99%).",20260712_032913,11,1.0
DyqL3NBCNQdne2Uq,2025-03-05,annual,0.5998,"We inferred **annual billing (about once a year)** because the typical gap between billing days is about 365 days, which matches annual billing (about once a year) across 3 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **60%**.",Review,borderline_churn_risk,"churn_prob 0.62 vs Continue<= 0.45, No-Go>= 0.70.",false,0.6181,343.25,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **62%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.6181,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **62%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.4946,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **49%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +12.3% (with=62%, without=49%).",20260712_032913,4,365.0
iVD4y5sawWJT9oeu,2025-03-05,monthly,0.5724,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 1 days, which matches monthly billing (about every month) across 13 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **57%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9948,2.49,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (57%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9948,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (57%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9927,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (57%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +0.2% (with=99%, without=99%).",20260712_032913,14,1.0
u2fUwIUGSIglBw7O,2025-03-05,monthly,0.5409,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 27 days, which matches monthly billing (about every month) across 6 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **54%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9912,0.98,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (54%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9912,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (54%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9927,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (54%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -0.1% (with=99%, without=99%).",20260712_032913,7,27.0
U8u43BIZ0zkH9FUB,2025-03-05,irregular,0.3,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **30%**.,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.99,62.28,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.99,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9856,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +0.4% (with=99%, without=99%).",20260712_032913,11,1.0
JxsLxwY4bBpBiwey,2025-03-05,monthly,0.9364,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 30 days, which matches monthly billing (about every month) across 12 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks very regular Confidence in this label is **94%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.99,1.87,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (94%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.99,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (94%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9914,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (94%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -0.1% (with=99%, without=99%).",20260712_032913,13,30.5
vWas7xyKpXloG5q3,2025-03-05,monthly,0.7988,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 30 days, which matches monthly billing (about every month) across 5 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks very regular Confidence in this label is **80%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.99,16.97,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (80%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.99,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (80%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9914,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (80%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -0.1% (with=99%, without=99%).",20260712_032913,6,30.0
XItdzlDLJj9m2Iov,2025-03-05,monthly,0.9635,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 31 days, which matches monthly billing (about every month) across 19 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks very regular Confidence in this label is **96%**.",No-Go,high_churn_risk,"churn_prob 0.97 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9685,348.59,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (96%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9685,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (96%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9697,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **97%** (high risk). That sits above the No-Go threshold, and interval confidence (96%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -0.1% (with=97%, without=97%).",20260712_032913,20,31.0
8nd4Xh3ealfdHwbI,2025-03-05,annual,0.5508,"We inferred **annual billing (about once a year)** because the typical gap between billing days is about 2 days, which matches annual billing (about once a year) across 7 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **55%**.",No-Go,high_churn_risk,"churn_prob 0.80 vs Continue<= 0.45, No-Go>= 0.70.",true,0.8031,848.44,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **80%** (high risk). That sits above the No-Go threshold, and interval confidence (55%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.8031,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **80%** (high risk). That sits above the No-Go threshold, and interval confidence (55%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.8613,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **86%** (high risk). That sits above the No-Go threshold, and interval confidence (55%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -5.8% (with=80%, without=86%).",20260712_032913,8,2.0
ob5V2jzMLOTuWuoo,2025-03-05,monthly,0.8465,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 30 days, which matches monthly billing (about every month) across 7 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks very regular Confidence in this label is **85%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9861,0.86,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (85%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9861,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (85%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9914,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (85%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -0.5% (with=99%, without=99%).",20260712_032913,8,30.0
E2FamHmBgEhXZ9MO,2025-03-05,monthly,0.9512,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 31 days, which matches monthly billing (about every month) across 24 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks very regular Confidence in this label is **95%**.",Review,borderline_churn_risk,"churn_prob 0.50 vs Continue<= 0.45, No-Go>= 0.70.",false,0.4952,218.69,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **50%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Review,0.4952,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **50%** (elevated risk). That sits between the Continue and No-Go bands (or still needs analyst judgment), so the recommendation is **Review**.",Continue,0.3002,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **30%** (elevated risk). That sits below the Continue threshold, and interval confidence (95%) is high enough to auto-decide, so the recommendation is **Continue** — proceed with onboarding.",false,"The models **disagree**: with interval → **Review**, without interval → **Continue**. Churn probability shifts from 30% (no interval) to 50% (with interval), Δ=+19.5%. This is exactly the decision-relevant value of the inferred cycle.",20260712_032913,25,31.0
uRlQRpQhVJmZqWJK,2025-03-05,irregular,0.3,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **30%**.,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.99,62.28,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.99,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9856,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +0.4% (with=99%, without=99%).",20260712_032913,11,1.0
engfbP3DCWtlQX96,2025-03-05,monthly,0.59,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 219 days, which matches monthly billing (about every month) across 1 observed cycle(s) (about 100% of gaps fit that pattern) Confidence in this label is **59%**.",No-Go,high_churn_risk,"churn_prob 0.90 vs Continue<= 0.45, No-Go>= 0.70.",true,0.9015,25.33,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **90%** (high risk). That sits above the No-Go threshold, and interval confidence (59%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9015,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **90%** (high risk). That sits above the No-Go threshold, and interval confidence (59%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.8613,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **86%** (high risk). That sits above the No-Go threshold, and interval confidence (59%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by +4.0% (with=90%, without=86%).",20260712_032913,2,219.0
QXucZX9z9f2hCAlg,2025-03-05,irregular,0.3,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **30%**.,Review,low_interval_confidence,interval_confidence 0.30 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.982,191.94,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.982,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 30% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +1.2% (with=98%, without=97%).",20260712_032913,10,1.0
QIj04LC1OFAWXKE3,2025-03-05,irregular,0.1275,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **13%**.,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.99,75.14,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.99,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9914,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by -0.1% (with=99%, without=99%).",20260712_032913,11,1.0
itUCn6DB3kaPfjXk,2025-03-05,monthly,0.5288,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 1 days, which matches monthly billing (about every month) across 10 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks somewhat uneven Confidence in this label is **53%**.",No-Go,high_churn_risk,"churn_prob 0.99 vs Continue<= 0.45, No-Go>= 0.70.",true,0.99,8.93,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (53%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.99,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (53%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9927,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **99%** (high risk). That sits above the No-Go threshold, and interval confidence (53%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -0.3% (with=99%, without=99%).",20260712_032913,11,1.0
FOcrHtvKMHbHnB38,2025-03-05,irregular,0.05,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **5%**.,Review,low_interval_confidence,interval_confidence 0.05 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.9861,79.68,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 5% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9861,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 5% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 5% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +1.6% (with=99%, without=97%).",20260712_032913,10,1.0
CipH65A2VcXqcxHD,2025-03-05,irregular,0.0892,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **9%**.,Review,low_interval_confidence,interval_confidence 0.09 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.99,340.88,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 9% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.99,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 9% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 9% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +2.0% (with=99%, without=97%).",20260712_032913,11,1.0
ON9xlUZG1NeIQDZD,2025-03-05,irregular,0.1275,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **13%**.,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.99,75.14,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.99,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9914,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by -0.1% (with=99%, without=99%).",20260712_032913,11,1.0
Buojv8LO2qp5qXkm,2025-03-05,irregular,0.1275,We inferred **irregular / no clear calendar billing cycle** because the gaps between invoices (typical gap ≈ 1 days) do not line up cleanly with monthly / quarterly / semi-annual / annual calendars Confidence in this label is **13%**.,Review,low_interval_confidence,interval_confidence 0.13 < 0.50; insufficient billing history to auto-decide (data-quality guardrail).,false,0.99,340.88,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.99,We recommended **Review** (trained WITH inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,Review,0.9697,We recommended **Review** (trained WITHOUT inferred-interval features) because the billing-cycle signal is too uncertain (confidence 13% for “irregular / no clear calendar billing cycle”). Thin or ambiguous history is treated as a data-quality issue — we do not auto Continue or auto No-Go until the cycle is clearer.,true,"Both models agree on **Review**. Adding the inferred interval changed churn probability by +2.0% (with=99%, without=97%).",20260712_032913,11,1.0
Zssv3kmTJ0fVjkEr,2025-03-05,monthly,0.7078,"We inferred **monthly billing (about every month)** because the typical gap between billing days is about 31 days, which matches monthly billing (about every month) across 22 observed cycle(s) (about 100% of gaps fit that pattern) and spacing looks fairly regular Confidence in this label is **71%**.",No-Go,high_churn_risk,"churn_prob 0.80 vs Continue<= 0.45, No-Go>= 0.70.",true,0.8031,601.92,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **80%** (high risk). That sits above the No-Go threshold, and interval confidence (71%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.8031,"Using the model **trained WITH inferred-interval features**, predicted chance of dollar churn is **80%** (high risk). That sits above the No-Go threshold, and interval confidence (71%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",No-Go,0.9295,"Using the model **trained WITHOUT inferred-interval features**, predicted chance of dollar churn is **93%** (high risk). That sits above the No-Go threshold, and interval confidence (71%) is high enough to auto-decide, so the recommendation is **No-Go** — decline or escalate for credit risk.",true,"Both models agree on **No-Go**. Adding the inferred interval changed churn probability by -12.6% (with=80%, without=93%).",20260712_032913,23,31.0
